latitude,longitude,api
6134830.334784467,-11573780.145787528,33105017480000
6120426.922740919,-11570919.346193632,33105017690000
6125598.444256632,-11562078.24091534,33105017730000
6142129.17254439,-11554688.85311648,33105017820000
6142505.211864558,-11554927.633424234,33105017840000
6135207.722641525,-11571729.418128135,33105017860000
6139690.413376337,-11554701.09826047,33105017880000
6132545.665825591,-11573894.248265592,33105017930000
6142505.378922573,-11554973.385734951,33105018070000
6152172.641579135,-11576503.799768768,33105018960000
6111038.753974419,-11565044.237428036,33105019000000
6125272.496414121,-11575755.398832165,33105019030000
6134885.581591285,-11568594.661267396,33105019200000
6142114.973249345,-11554190.809714673,33105019280000
6142104.616131357,-11551784.972879648,33105019340000
6134936.822906065,-11575695.397626627,33105019450000
6135178.178630942,-11569873.054299666,33105019530000
6146966.65716338,-11557095.023909979,33105019960000
6142113.469795958,-11549425.333633304,33105020060000
6122837.366511728,-11560449.525445543,33105020210000
6135206.72114797,-11577050.267149072,33105020300000
6135202.882090434,-11576890.968957746,33105020310000
6111062.222822691,-11567499.500116972,33105020410000
6135294.352277379,-11574541.905063028,33105020680000
6115576.759250693,-11563797.681770133,33105020800000
6136846.99081867,-11582147.030035041,33105020810000
6134066.096053878,-11578876.018117573,33105020850000
6111046.909808028,-11570778.193079308,33105020860000
6129155.833240885,-11578905.29514365,33105020890000
6131499.994831327,-11578904.070629252,33105020900000
6125260.659155489,-11571034.339227622,33105020910000
6139383.80125977,-11582172.744837414,33105020920000
6154179.506815259,-11576311.328369187,33105021110000
6135210.393291577,-11572206.533465674,33105021940000
6125257.324719395,-11572183.37901159,33105022420000
6125254.823893171,-11574910.483897043,33105025500000
6125254.657171447,-11574887.66340143,33105025580000
6118221.054181551,-11581007.897685755,33105027400000
6122841.366705318,-11559227.794034088,33105027410000
6130060.424751456,-11570915.116052981,33105027850000
6125247.6548620425,-11569778.878010454,33105028300000
6115326.962506005,-11581246.677993506,33105029260000
6115966.956325861,-11570035.692075716,33105029270000
6134916.626781208,-11567011.698108315,33105044680000
6142110.462889968,-11554258.046687111,33105046240000
6142110.462889968,-11554212.294376396,33105046250000
6142110.462889968,-11554166.65338517,33105046260000
6142110.462889968,-11554143.832889559,33105046270000
6134922.969360737,-11568789.136417812,33105046490000
6134877.069220169,-11568789.136417812,33105046500000
6134808.469832514,-11568789.136417812,33105046510000
6134916.793691132,-11567057.33909954,33105046520000
6134916.960601063,-11567080.159595154,33105046530000
6133932.248639108,-11577224.704791145,33105901640000
6143372.621043821,-11555807.28004048,33105991870000
